query_seq,closest_neighbor,min_dist,neighborhood_mean,neighborhood_median
G000252445,['G001007995'],0.170926,0.1979456,0.203604
G000252465,['G000252425'],0.010826899999999999,0.22301548,0.263022
G000252485,['G000252465'],0.0162749,0.23043639999999999,0.27950149999999996
G000252525,['G000385115'],0.147707,0.262748,0.263022
G000252625,['G000525795'],0.23010999999999998,0.2578047,0.263022
G000252665,['G000284435'],0.00577481,0.009275984,0.00744906
G000252685,['G000252765'],0.00774383,0.010817712,0.009247505
G000252705,"['G000225365', 'G000252765']",0.013160299999999998,0.01499286,0.014361
G000252725,['G000252765'],0.00427048,0.007865102,0.006662365
G000252745,['G000225365'],0.0134036,0.01561507,0.01474725
G000252765,['G000225365'],0.000532603,0.005197525099999999,0.004316655
G000252785,['G000284435'],0.000215742,0.005123364,0.0042096
G000252855,"['G000374405', 'G000737705', 'G001424145', 'G001507325']",0.243761,0.2553176,0.263022
G000252955,['G000027225'],0.149777,0.20876129999999998,0.22482049999999998
G000253015,['G000518185'],0.000264084,0.1688528084,0.197292
G000253035,['G000829755'],0.243761,0.2841672,0.295981
G000253055,['G000019805'],0.203604,0.2664163,0.27950149999999996
G000253115,['G001418255'],0.138572,0.2001586,0.2072505
G000253175,['G000009345'],0.0269907,0.13806837,0.154223
G000253235,['G000830005'],0.09378289999999999,0.14311459,0.155421
G000253275,"['G000252125', 'G000264055', 'G000425505', 'G001761465']",0.23010999999999998,0.2440789,0.243761
G000253295,['G000384335'],0.18226900000000001,0.2348816,0.243761
G000253395,['G001514435'],0.0124935,0.16703215,0.1920265
G000255115,['G001029285'],0.170926,0.2271189,0.23164600000000002
G000255135,['G001021165'],0.19173099999999998,0.2624894,0.263022
G000255295,['G000012685'],0.151946,0.2048156,0.1976675
G000255355,['G000751075'],0.0453547,0.05530799,0.05458055
G000255455,"['G000430645', 'G000520955']",0.23010999999999998,0.2487352,0.243761
G000255495,['G001434935'],0.19173099999999998,0.23497769999999998,0.23164600000000002
G000255535,['G000735345'],0.18226900000000001,0.2193722,0.23010999999999998
G000255555,"['G000011705', 'G000016765', 'G000018785', 'G000022365', 'G000147815', 'G000151205', 'G000153245', 'G000155735', 'G000195275', 'G000212695', 'G000283235', 'G000331995', 'G000336555', 'G000341025', 'G000374045', 'G000376225', 'G000422485', 'G000425845', 'G000427445', 'G000428825', 'G000429525', 'G000495435', 'G000520995', 'G000703005', 'G000718255', 'G000746085', 'G000802385', 'G001028585', 'G001028605', 'G001423765', 'G001437425', 'G001513045', 'G001746835', 'G001751165', 'G001773725', 'G001775605', 'G001791245', 'G001791375', 'G001791575', 'G001797945', 'G001829835', 'G001830835', 'G001873745', 'G002002665', 'G900110815', 'G900111035', 'G900113965']",0.295981,0.295981,0.295981
G000255655,"['G000013205', 'G000025185', 'G000092105', 'G000160435', 'G000224985', 'G000230715', 'G000241145', 'G000247715', 'G000297395', 'G000308595', 'G000336555', 'G000364625', 'G000373945', 'G000376425', 'G000383095', 'G000425385', 'G000432055', 'G000466165', 'G000568255', 'G000621605', 'G000622895', 'G000685235', 'G000696185', 'G000710775', 'G000735585', 'G000745265', 'G000745855', 'G000759695', 'G000768675', 'G000800155', 'G001008755', 'G001275645', 'G001277345', 'G001303625', 'G001424165', 'G001436475', 'G001457475', 'G001553935', 'G001591905', 'G001676765', 'G001707835', 'G001746425', 'G001801485', 'G001828265', 'G001878775', 'G001887595', 'G001918595', 'G001941825', 'G900113455', 'G900113975']",0.295981,0.295981,0.295981
G000255705,"['G000317595', 'G900102905']",0.263022,0.2893892,0.295981
G000255935,['G001481675'],4.769060000000001e-05,0.00016052946999999999,0.0001314995
G000257395,"['G000168295', 'G001881485']",0.243761,0.2789452,0.295981
G000257665,['G001437715'],0.08433020000000001,0.23167012,0.243761
G000257745,['G001881585'],0.0751681,0.18181321,0.197292
G000258175,['G000244975'],0.138572,0.1785375,0.1788435
G000258385,['G001481675'],0.000239895,0.0003345935,0.0003004415
G000258405,"['G000585155', 'G001802785', 'G001802995', 'G001804545', 'G001873185']",0.243761,0.2566874,0.2533915
G000258425,['G001512625'],0.263022,0.2926851,0.295981
G000258495,['G001421515'],0.17440799999999998,0.193852,0.19173099999999998
G000258515,['G000221185'],0.18226900000000001,0.2053539,0.203604
G000258765,['G000744275'],0.21089699999999997,0.2363793,0.243761
G000259075,"['G000191885', 'G000250735', 'G000517065']",0.263022,0.2860933,0.295981
G000259095,['G001969385'],0.18226900000000001,0.2012087,0.203604
G000259155,"['G001867005', 'G001867045']",2.3827399999999998e-05,0.0064285040799999995,0.0063113
G000259175,['G000314895'],0.18226900000000001,0.24730639999999998,0.263022
G000259255,['G000259275'],0.102997,0.183237,0.167688
G000259275,['G000259255'],0.102997,0.1743414,0.16048400000000002
G000259485,['G001679325'],0.00014350299999999998,0.1338354343,0.16617500000000002
G000259575,['G001586255'],0.00621379,0.234049979,0.263022
G000260115,['G000023465'],0.18676099999999998,0.21949559999999999,0.22482049999999998
G000260135,['G000621325'],0.243761,0.2709836,0.263022
G000260275,['G001074355'],0.203604,0.2412386,0.243761
G000260455,['G001434295'],0.000361208,0.20820142079999998,0.2369355
G000260635,['G000349725'],0.164662,0.2265528,0.2369355
G000260835,"['G000173115', 'G000382125', 'G000733925', 'G001438225', 'G001439215', 'G001748465', 'G900116665']",0.263022,0.2729097,0.263022
G000260965,['G000314975'],0.19173099999999998,0.2303768,0.23010999999999998
G000260985,['G001720165'],0.154223,0.2752134,0.295981
G000261025,['G000439065'],0.0333664,0.14058713,0.1745495
G000261285,"['G000259485', 'G001679325']",0.00940624,0.132611168,0.1566845
G000261485,['G000018545'],0.151946,0.2004967,0.2072505
G000262205,['G001042545'],0.000215742,0.096604421,0.1181934
G000262225,['G000622045'],0.0148187,0.04746631,0.026735749999999996
G000262245,"['G000007745', 'G900110905']",0.203604,0.2207717,0.22482049999999998
G000262305,['G000757785'],0.21089699999999997,0.2207834,0.219531
G000262365,['G001186405'],0.00146992,0.103048292,0.02577185
G000262405,['G000518665'],0.161822,0.2241717,0.243761
G000262545,['G000613345'],0.147707,0.1766894,0.182467
G000262715,['G000471965'],0.104495,0.1800123,0.167794
G000263195,"['G000009925', 'G000262545', 'G000429405', 'G000614145', 'G001873185']",0.263022,0.27950149999999996,0.27950149999999996
G000263355,['G000953825'],0.18226900000000001,0.267096,0.295981
G000263735,['G000195935'],0.219531,0.2647084,0.263022
G000264055,['G000252125'],0.19173099999999998,0.2194503,0.22482049999999998
G000264315,['G001617355'],0.161822,0.19057249999999998,0.19518249999999998
G000264335,['G001428405'],0.149777,0.1816634,0.18924599999999997
G000264455,['G000745855'],0.219531,0.2358776,0.2369355
G000264495,"['G000020905', 'G000513855']",0.263022,0.2893892,0.295981
G000264605,['G000285795'],0.0345853,0.18425415,0.203146
G000264625,['G000285795'],0.0364545,0.19740813,0.23164600000000002
G000265075,"['G000265405', 'G000298295', 'G001442615']",0.263022,0.2860933,0.295981
G000265245,['G000475415'],0.142009,0.1714811,0.170926
G000265295,['G000024885'],0.154223,0.2162654,0.203604
G000265365,['G000210575'],0.102997,0.1771707,0.1762905
G000265385,['G000429125'],0.197292,0.2525968,0.263022
G000265405,['G000295935'],0.243761,0.2808713,0.295981
G000265465,['G000374405'],0.23010999999999998,0.28609799999999996,0.295981
G000265505,['G000332235'],0.263022,0.2926851,0.295981
G000265525,['G000221185'],0.151946,0.1706822,0.16865950000000002
G000265545,['G001889145'],0.00108342,0.009501022,0.010440999999999999
G000266885,"['G000092245', 'G000196675', 'G000204035', 'G000293785', 'G000332095', 'G000384175', 'G000455225', 'G000468755', 'G000503895', 'G000527075', 'G000716715', 'G000716755', 'G000717715', 'G000733475', 'G000733915', 'G000735585', 'G000739085', 'G000744255', 'G000745265', 'G000747155', 'G000763885', 'G000764535', 'G000956175', 'G000960475', 'G001056295', 'G001305595', 'G001426375', 'G001428065', 'G001428805', 'G001497255', 'G001514455', 'G001552435', 'G001563955', 'G001564285', 'G001577555', 'G001610895', 'G001683555', 'G001774895', 'G001783255', 'G001828265', 'G001884705', 'G001894865', 'G001969385', 'G900115085', 'G900130115']",0.295981,0.295981,0.295981
G000266905,['G001044235'],0.13538,0.1714903,0.1745495
G000266925,['G900129645'],0.0172424,0.23888984,0.295981
G000266945,"['G000011965', 'G000023445', 'G000246875', 'G000247645', 'G000314675', 'G000333615', 'G000378085', 'G000383395', 'G000425945', 'G000429725', 'G000619805', 'G000620225', 'G000685355', 'G000975265', 'G001458215', 'G001804055', 'G001804205', 'G001829155', 'G001829875', 'G001830855', 'G900113695', 'G900119485']",0.295981,0.295981,0.295981
G000269565,['G001244545'],0.161822,0.224899,0.23010999999999998
G000269605,['G001042695'],0.23010999999999998,0.2578047,0.263022
G000269805,"['G000429265', 'G000711965']",0.13538,0.17999389999999998,0.18022100000000002
G000269865,['G001273895'],0.243761,0.2742795,0.263022
G000269905,['G000423105'],0.23010999999999998,0.25395249999999997,0.263022
G000269945,['G000006865'],0.203604,0.2304968,0.23010999999999998
G000269985,['G000696185'],0.101551,0.1553939,0.1592205
G000270085,['G000373785'],0.156619,0.2721571,0.295981
G000270145,['G000380105'],0.18226900000000001,0.1943898,0.197292
G000270185,['G000498295'],0.23010999999999998,0.2423959,0.243761
G000270205,['G000284435'],0.0008558210000000001,0.0056801397,0.00458633
G000270245,['G000716755'],0.21089699999999997,0.232284,0.23010999999999998
G000270265,['G000284455'],2.3827399999999998e-05,0.18463096973999998,0.263022
G000270285,['G000478885'],0.170926,0.23248409999999997,0.2533915
G000270305,"['G000177555', 'G000235445', 'G000242235', 'G001461035']",0.23010999999999998,0.2383006,0.243761
G000270325,"['G000025705', 'G000170795', 'G000421405', 'G000424525', 'G000633935', 'G000763385', 'G000967825', 'G001202025', 'G001499675', 'G001889105', 'G900129775']",0.295981,0.295981,0.295981
G000270385,['G000270425'],9.55247e-05,0.00017722897,0.000167546
G000270405,['G000270425'],4.769060000000001e-05,0.00017970953,0.00020368399999999998
G000270425,"['G000270405', 'G000270445']",4.769060000000001e-05,0.00013639109,0.0001555245
G000270445,['G000270425'],4.769060000000001e-05,0.00017487533,0.00020368399999999998
G000271305,['G000426685'],0.203604,0.2321691,0.2369355
G000271425,['G000368585'],0.00014350299999999998,0.0898814229,0.08855335
G000271445,['G000463075'],0.0199514,0.18948714,0.19173099999999998
G000271665,['G900114615'],0.104495,0.24716929999999998,0.263022
G000271925,['G000318255'],0.0293293,0.1600899,0.178173
G000272005,['G001704375'],0.0782587,0.23040727,0.243761
G000272025,['G000954135'],0.170926,0.195295,0.197292
G000272145,['G000091465'],0.18226900000000001,0.1999233,0.203604
G000272475,"['G000445125', 'G001046635']",0.197292,0.2156667,0.215214
G000273375,['G000278295'],0.0943778,0.13850637999999998,0.147752
G000274045,['G000008525'],0.0348125,0.12579703,0.12127505000000001
G000274085,['G000274945'],0.0350415,0.12404843,0.1216812
G000274945,['G000274085'],0.0350415,0.12725827,0.11677989999999999
G000275605,['G000007305'],0.000264084,0.2259178084,0.243761
G000275725,['G000236625'],0.197292,0.2166382,0.219531
G000275785,['G000746035'],0.00900687,0.015240397000000001,0.017417500000000002
G000275825,['G000250635'],0.054149,0.2717978,0.295981
G000275865,"['G001571385', 'G001896715']",0.23010999999999998,0.25258739999999996,0.263022
G000276685,['G000226625'],0.156619,0.2323166,0.243761
G000276805,['G000953735'],0.147707,0.24763829999999998,0.263022
G000276965,['G000597725'],0.243761,0.28746309999999997,0.295981
G000277005,['G900156415'],0.014302700000000002,0.22295407,0.243761
G000277125,['G000007865'],0.111073,0.1470887,0.15086149999999998
G000277715,['G000603945'],0.219531,0.2372427,0.243761
G000277755,"['G000007105', 'G000303025']",0.0256472,0.12911385,0.0272505
G000278115,['G000278295'],0.0751681,0.12342631,0.128937
G000278135,['G000278195'],0.0166683,0.13431183,0.147752
G000278155,['G000278115'],0.12571500000000002,0.1402496,0.1411335
G000278195,['G000278135'],0.0166683,0.13007743,0.14291949999999998
G000278215,['G000312605'],0.00108342,0.12476134200000001,0.154223
G000278255,['G000385435'],0.0417116,0.15479131,0.18924599999999997
G000278275,['G000279995'],0.000956583,0.2532949583,0.27950149999999996
G000278295,['G000278115'],0.0751681,0.12646339,0.133864
G000279145,"['G000006845', 'G000007485', 'G000007865', 'G000009825', 'G000010645', 'G000014425', 'G000022605', 'G000055785', 'G000092845', 'G000093165', 'G000156055', 'G000160055', 'G000185985', 'G000211475', 'G000218785', 'G000225345', 'G000233435', 'G000236405', 'G000237285', 'G000262715', 'G000284335', 'G000294775', 'G000307875', 'G000332515', 'G000334405', 'G000344615', 'G000348805', 'G000374585', 'G000378145', 'G000383715', 'G000385175', 'G000388175', 'G000403275', 'G000421265', 'G000425465', 'G000428865', 'G000430625', 'G000433275', 'G000436055', 'G000437255', 'G000471965', 'G000485475', 'G000511655', 'G000513475', 'G000515315', 'G000518285', 'G000613925', 'G000621125', 'G000622245', 'G000686665', 'G000686885', 'G000687795', 'G000709555', 'G000723165', 'G000742475', 'G000747625', 'G000787385', 'G000814025', 'G000815465', 'G000818395', 'G000830295', 'G000980375', 'G000989305', 'G000992285', 'G000992605', 'G000993485', 'G000994675', 'G000996245', 'G001000205', 'G001000465', 'G001002205', 'G001002415', 'G001002885', 'G001002965', 'G001004305', 'G001004355', 'G001004905', 'G001005015', 'G001038485', 'G001302805', 'G001305115', 'G001403595', 'G001404515', 'G001436395', 'G001458435', 'G001676785', 'G001683355', 'G001698425', 'G001773455', 'G001781095', 'G001785275', 'G001785465', 'G001785695', 'G001785895', 'G001786045', 'G001786195', 'G001786885', 'G001789285', 'G001789635', 'G001791465', 'G001795715', 'G001805005', 'G001871325', 'G001872225', 'G001889965', 'G002011635', 'G900095305', 'G900100435', 'G900100485', 'G900107275', 'G900107355', 'G900114165', 'G900114545', 'G900116425', 'G900129885', 'G900142675']",0.295981,0.295981,0.295981
G000279995,['G000278275'],0.000956583,0.2532949583,0.27950149999999996
G000280015,['G000278115'],0.12827,0.1444302,0.147707
G000281085,['G000568405'],0.145727,0.255977,0.263022
G000281175,"['G000010405', 'G000829415', 'G001270745']",0.263022,0.2860933,0.295981
G000282075,['G001748185'],0.0525139,0.07340298,0.058848300000000006
G000282595,['G000816845'],0.219531,0.2432641,0.243761
G000282775,['G001518815'],0.203604,0.23565,0.243761
G000282995,"['G000739995', 'G001310795']",0.159146,0.1676493,0.16617500000000002
G000283015,['G001971785'],0.18676099999999998,0.21379789999999999,0.219531
G000283235,['G000188155'],0.151946,0.2294263,0.243761
G000283315,"['G000293805', 'G000315235', 'G000949425']",0.219531,0.237614,0.2369355
G000283335,['G000337095'],0.197292,0.21312419999999999,0.215214
G000283495,['G000455225'],0.167688,0.243054,0.2533915
G000283515,['G000447205'],0.170926,0.1910172,0.197292
G000283555,['G000252765'],0.13097899999999998,0.13622589999999998,0.133864
G000283575,['G000307265'],0.18226900000000001,0.2530206,0.263022
G000283595,['G000007025'],0.0189299,0.04351469,0.05123705
G000283615,['G000423785'],0.170926,0.227229,0.23010999999999998
G000283655,['G001305595'],0.09684630000000001,0.20349933,0.219531
G000283855,['G000284075'],0.0122604,0.04303884,0.0503622
G000283915,['G000014345'],0.00884936,0.094171736,0.10300400000000001
G000284015,['G000582785'],0.154223,0.1770845,0.17659750000000002
G000284035,['G001612765'],0.159146,0.1657672,0.16617500000000002
G000284075,['G000283855'],0.0122604,0.04202765,0.04985905
G000284095,['G900104055'],0.0994698,0.19002178,0.197292
G000284115,['G000785495'],0.23010999999999998,0.25587859999999996,0.263022
G000284135,['G000284455'],2.3827399999999998e-05,0.18463096973999998,0.263022
G000284155,['G000018205'],0.0393656,0.06000362,0.063582
G000284215,['G000284455'],2.3827399999999998e-05,0.18463096973999998,0.263022
G000284235,['G000014025'],0.13097899999999998,0.2134024,0.216857
G000284255,['G000019785'],0.164662,0.1826248,0.187
G000284295,['G000785985'],0.164662,0.2043272,0.203604
G000284315,"['G000262365', 'G000940805']",0.263022,0.2893892,0.295981
G000284335,"['G000008625', 'G000010325', 'G000014425', 'G000021725', 'G000024885', 'G000152985', 'G000170735', 'G000185985', 'G000217795', 'G000236705', 'G000243215', 'G000265295', 'G000279145', 'G000297115', 'G000355905', 'G000379725', 'G000383395', 'G000397885', 'G000402295', 'G000404345', 'G000407285', 'G000420385', 'G000429545', 'G000433215', 'G000437395', 'G000444055', 'G000445205', 'G000466585', 'G000597725', 'G000612845', 'G000621125', 'G000621865', 'G000702045', 'G000712315', 'G000724545', 'G000744105', 'G000744435', 'G000753355', 'G000755705', 'G000789395', 'G000970265', 'G000993535', 'G001028545', 'G001028585', 'G001028605', 'G001302425', 'G001468125', 'G001497255', 'G001507915', 'G001513255', 'G001705175', 'G001771395', 'G001771505', 'G001772385', 'G001775785', 'G001787865', 'G001854465', 'G001871125', 'G001871575', 'G001874325', 'G002011675', 'G002011815', 'G002019865', 'G900095305', 'G900107575', 'G900110415', 'G900155965']",0.295981,0.295981,0.295981
G000284375,['G000011365'],0.07406979999999999,0.12670947999999999,0.11170849999999999
G000284415,['G000013085'],0.21089699999999997,0.2399777,0.243761
G000284435,['G000225365'],2.3827399999999998e-05,0.0050383608400000005,0.004088495
G000284455,"['G000270265', 'G000284135', 'G000284215', 'G001318385']",2.3827399999999998e-05,0.09584919296,0.00198631
G000284515,"['G000723525', 'G000786645']",0.203604,0.2382808,0.2369355
G000284615,['G000475255'],0.14382999999999999,0.196791,0.20409449999999998
G000284835,['G001700325'],0.243761,0.2610959,0.263022
G000285455,['G000312145'],0.0872439,0.20009823,0.2205975
G000285495,['G000821085'],0.23010999999999998,0.25395249999999997,0.263022
G000285515,['G000230915'],0.219531,0.25152949999999996,0.263022
G000285535,['G001439915'],0.159146,0.2416388,0.243761
G000285555,['G000505545'],0.151946,0.2238561,0.243761
G000285575,['G000612845'],0.21089699999999997,0.2430258,0.243761
G000285595,['G000285555'],0.17440799999999998,0.2280835,0.2369355
G000285795,['G000264605'],0.0345853,0.19043643,0.230157
G000285835,['G000426445'],0.178173,0.2372022,0.243761
G000285915,['G000069945'],0.23010999999999998,0.2423959,0.243761
G000286075,['G000347915'],0.00038558099999999997,0.1662318581,0.1945115
G000286115,['G001868275'],0.00011949600000000001,0.0003137206,0.00019164399999999998
G000286215,"['G001867555', 'G001868045', 'G001868525', 'G001868805']",0.00360762,0.003802027,0.003711475
G000286315,['G000297555'],0.170926,0.2271192,0.243761
G000286335,['G000286395'],0.161822,0.22038159999999998,0.23010999999999998
G000286395,['G000286335'],0.161822,0.2287416,0.23010999999999998
G000286435,['G001676155'],0.140258,0.2206874,0.243761
G000286635,['G000024945'],0.142009,0.2520582,0.263022
G000286895,['G000621165'],0.149777,0.2202979,0.23164600000000002
G000287055,['G001874155'],0.159146,0.20180589999999998,0.21089699999999997
G000287335,['G900039485'],0.219531,0.2586729,0.263022
G000287355,"['G000043285', 'G000217635', 'G000478905', 'G900044015']",0.243761,0.2553176,0.263022
G000287635,['G000184945'],0.014302700000000002,0.19074907,0.215214
G000287655,['G000187125'],0.0265635,0.19658712,0.243761
G000291295,['G000832605'],0.0447178,0.12921169,0.09566695
G000291785,['G000291945'],0.10526400000000001,0.2079962,0.219531
G000291825,['G000218745'],0.07095139999999998,0.21015704,0.23010999999999998
G000291945,['G000291785'],0.10526400000000001,0.2338324,0.2533915
G000292245,['G000513115'],0.18226900000000001,0.2254078,0.219531
G000293175,"['G000411115', 'G900106575']",0.029048900000000002,0.18211248,0.196583
G000293785,['G000195775'],0.197292,0.2106681,0.21089699999999997
G000293805,"['G000686865', 'G900102125']",0.1233,0.2112292,0.23010999999999998
G000293845,['G000469155'],0.178173,0.2842002,0.295981
G000294515,['G000341085'],0.132399,0.1584489,0.161822
G000294575,['G000378905'],0.0189299,0.17716689,0.19173099999999998
G000294655,"['G000330885', 'G000378465']",0.243761,0.2591698,0.263022
G000294675,['G900107035'],0.0097316,0.21311011,0.263022
G000294715,['G000706625'],0.1233,0.1324135,0.12827
G000294775,"['G000473245', 'G001183965', 'G001278755']",0.23010999999999998,0.2396657,0.243761
G000295095,['G001553935'],0.161822,0.189712,0.18226900000000001
G000295715,['G001074355'],0.178173,0.2012559,0.203604
G000295935,['G000298295'],0.21089699999999997,0.2520312,0.263022
G000296385,['G000209465'],0.11990899999999999,0.1947285,0.21089699999999997
G000296405,"['G000577555', 'G000767055']",0.203604,0.2146188,0.219531
G000296445,"['G000156215', 'G000210055']",0.23010999999999998,0.2558833,0.263022
G000296465,['G900091655'],0.149777,0.1753317,0.18226900000000001
G000296485,['G001807435'],0.00375609,0.171431913,0.170926
G000296505,"['G001813085', 'G900119695']",0.219531,0.2361848,0.243761
G000296695,['G900108485'],0.167688,0.2123509,0.21089699999999997
G000296715,['G001748185'],0.0180709,0.0732199,0.06553819999999999
G000296775,['G000987835'],0.219531,0.283114,0.295981
G000296795,['G000949635'],0.23010999999999998,0.275654,0.295981
G000296815,"['G000218895', 'G000374025', 'G000379945', 'G000974425']",0.263022,0.2827974,0.295981
G000296835,['G001436125'],9.55247e-05,0.20238725247,0.22482049999999998
G000296855,['G001436575'],0.00028831,0.188715631,0.215214
G000297025,['G001433915'],2.3827399999999998e-05,0.18710358274,0.219531
G000297055,"['G000828895', 'G000828915', 'G001447195']",0.23010999999999998,0.2396657,0.243761
G000297095,['G000214375'],0.18226900000000001,0.278018,0.295981
G000297115,['G001440545'],0.23010999999999998,0.2597308,0.263022
G000297135,"['G000015105', 'G000423165']",0.263022,0.2893892,0.295981
G000297215,['G000764075'],0.000705841,0.009484075100000001,0.0030558850000000004
G000297255,"['G000022145', 'G000156595', 'G000422845', 'G000429645', 'G000718985', 'G000725795', 'G001682385']",0.263022,0.2729097,0.263022
G000297395,['G000876225'],0.140258,0.1837425,0.1877325
G000297435,['G000312725'],0.041003,0.04387679,0.044326199999999996
G000297495,['G001428305'],0.124491,0.1951159,0.203604
G000297555,['G000484595'],0.159146,0.23051739999999998,0.243761
G000297775,['G000250875'],0.219531,0.2548207,0.263022
G000297855,['G001865835'],0.012029799999999998,0.01851037,0.018435299999999998
G000297875,['G000243275'],4.769060000000001e-05,0.17382323906,0.203604
G000298075,['G000010125'],0.197292,0.22396169999999999,0.22482049999999998
G000298115,['G001922025'],0.159146,0.2151525,0.22482049999999998
G000298175,['G000429225'],0.219531,0.241338,0.243761
G000298195,['G000024785'],0.17440799999999998,0.2094753,0.215214
G000298215,['G001515525'],0.18676099999999998,0.2117472,0.219531
G000298295,['G000348945'],0.18226900000000001,0.2497342,0.263022
G000298375,"['G000204175', 'G000415565']",0.000336872,0.0003880669,0.00038558099999999997
G000298415,['G000298475'],0.0018924,0.007133197,0.00772532
G000298435,['G001401485'],0.000239895,0.0027933326,0.003294375
G000298455,['G001401465'],0.0023533,0.002499743,0.00251903
G000298475,['G000298415'],0.0018924,0.006137444,0.006610980000000001
G000298495,['G000298515'],0.016386599999999998,0.01680536,0.0168677
G000298515,"['G000204175', 'G001401465']",0.00322742,0.003329055,0.003358095
G000298535,['G001401455'],0.000191626,0.002931556,0.0035061650000000003
G000298555,['G001401475'],2.3827399999999998e-05,0.008456303739999999,0.00944662
G000299095,['G000012345'],0.18676099999999998,0.2229551,0.22482049999999998
G000299115,['G001180165'],0.263022,0.2926851,0.295981
G000299235,['G002002505'],0.0114865,0.10587323,0.025162649999999998
G000299335,['G000021985'],0.197292,0.2410402,0.243761
G000299355,['G001190785'],0.203604,0.253228,0.263022
G000299365,['G000328945'],0.000336872,0.1325968872,0.1303345
G000299395,['G001510275'],0.17440799999999998,0.18745309999999998,0.19173099999999998
G000299455,['G000006925'],0.0208145,0.07476092,0.03245995
G000299575,['G000600975'],0.19173099999999998,0.2033422,0.203604
G000299875,['G000737065'],0.178173,0.2078395,0.219531
G000299895,"['G001418345', 'G001577655']",0.243761,0.2591698,0.263022
G000299915,['G000661955'],0.23010999999999998,0.2462481,0.243761
G000299935,['G001315015'],0.21089699999999997,0.2391095,0.243761
G000300005,['G000756655'],0.219531,0.2501644,0.263022
G000300045,['G000691545'],7.15897e-05,0.02350957897,0.0264822
G000300075,"['G000349745', 'G000953395']",0.13097899999999998,0.2629806,0.295981
G000300115,['G001548455'],0.161822,0.2026029,0.20044800000000002
G000300135,"['G000092505', 'G000234825']",0.18226900000000001,0.1958407,0.1945115
G000300195,['G000447315'],0.126974,0.24941719999999998,0.263022
G000300235,"['G000300275', 'G000421265']",0.17440799999999998,0.23680009999999999,0.263022
G000300255,['G000437835'],0.011756399999999998,0.22163304,0.2369355
G000300275,['G000763295'],0.145727,0.2574271,0.295981
G000300295,['G001932895'],0.00060662,0.0007736917,0.0007808310000000001
G000300335,['G000615975'],0.167688,0.2103583,0.21089699999999997
G000300455,"['G000025565', 'G001022135']",0.178173,0.1947981,0.20044800000000002
G000300515,['G000585625'],0.161822,0.2153462,0.219531
G000300695,['G000309485'],0.0391011,0.17134754,0.188075
G000300815,"['G001562295', 'G001562315']",0.263022,0.2893892,0.295981
G000300855,['G000722615'],0.178173,0.2050802,0.21089699999999997
G000300875,['G000260115'],0.219531,0.24960339999999998,0.2533915
G000300995,['G000756655'],0.178173,0.2241299,0.2369355
G000301035,['G000378725'],0.18226900000000001,0.19034689999999999,0.19173099999999998
G000301055,['G001299455'],0.178173,0.1846024,0.18451499999999998
G000301075,['G000220625'],0.23010999999999998,0.25395249999999997,0.263022
G000302455,['G000309865'],0.12100999999999999,0.2135984,0.2072505
G000302495,['G000192965'],0.00458019,0.005322728,0.005216865
G000302595,['G001652725'],0.219531,0.2850401,0.295981
G000302695,['G000463155'],0.197292,0.22259659999999998,0.22482049999999998
G000303025,['G000007105'],0.00014350299999999998,0.12301786029999999,0.0196237
G000303155,['G001918455'],0.18676099999999998,0.2600851,0.27950149999999996
G000304215,['G000737865'],0.19173099999999998,0.2371977,0.243761
G000304275,['G000332515'],0.147707,0.24195709999999998,0.263022
G000304335,['G000956465'],0.154223,0.1713163,0.172667
G000304355,['G900079125'],0.031074400000000002,0.13774884,0.1530845
G000304395,['G001427385'],0.19173099999999998,0.2013505,0.20044800000000002
G000304455,['G000689375'],0.08480139999999999,0.27486304,0.295981
G000304635,['G000196115'],0.026143,0.14296926,0.11598805000000001
G000304715,['G000512295'],0.00511931,0.20959687,0.295981
G000304735,['G000300045'],0.0590885,0.06480991,0.06611864999999999
G000305495,"['G000504145', 'G001278755', 'G001431195']",0.23010999999999998,0.2396657,0.243761
G000305785,['G000420285'],0.00014350299999999998,0.2598054503,0.295981
G000305935,['G001508215'],0.036214300000000005,0.21594123,0.243761
G000306115,['G000244755'],0.197292,0.25067069999999997,0.263022
G000306195,['G000350605'],0.020412299999999998,0.08585306,0.09026314999999999
G000306255,['G000306195'],0.0320933,0.09025482,0.09238045
G000306725,['G001577565'],0.23010999999999998,0.2828021,0.295981
G000306765,['G000337815'],0.118834,0.1823746,0.197292
G000306785,['G000761485'],0.13538,0.1654733,0.164662
G000306885,['G000829315'],0.164662,0.1995584,0.197292
G000306965,['G000307165'],0.243761,0.2610959,0.263022
G000307105,['G900105645'],0.025729200000000004,0.25384612,0.27950149999999996
G000307165,"['G001282665', 'G900096905']",0.23010999999999998,0.2410308,0.243761
G000307245,['G000526595'],0.170926,0.1910151,0.19173099999999998
G000307265,['G000283575'],0.18226900000000001,0.2373687,0.243761
G000307285,['G000505545'],0.147707,0.2669215,0.295981
G000307305,"['G000023605', 'G000320465', 'G000323565', 'G000323585', 'G000323645', 'G000323725', 'G000323825', 'G000324005', 'G000324265', 'G000324305', 'G000324445', 'G000324485', 'G000324505', 'G000324685', 'G000324725', 'G000324985', 'G000325085', 'G000325145', 'G000325165', 'G000325245', 'G000325265', 'G000325285']",0.23010999999999998,0.23010999999999998,0.23010999999999998
G000307375,['G000433955'],0.09038310000000001,0.18130321,0.17104799999999998
